,Name,Evolution,Type,Total,HP,Attack,Defense,Sp.Atk,Sp.Def,Speed,Species,Height,Weight,abilities,ev_yield,catch_rate,base_friendship,base_experience,growth_rate,eggs_groups,gender_rate,eggs_cycles_rate
370,Medicham, ,Fighting Psychic,410,60,60,75,60,75,80,Meditate Pokémon,1.3 m (4′03″),31.5 kg (69.4 lbs),1. Pure PowerTelepathy (hidden ability),2 Speed,"90 (11.8% with PokéBall, full HP)",50 (normal),144,Medium Fast,Human-Like,"50% male, 50% female","20 (4,884–5,140 steps)"
371,Medicham,Mega Medicham,Fighting Psychic,510,60,100,85,80,85,100,Meditate Pokémon,1.3 m (4′03″),31.5 kg (69.4 lbs),1. Pure PowerTelepathy (hidden ability),2 Speed,"90 (11.8% with PokéBall, full HP)",50 (normal),144,Medium Fast,Human-Like,"50% male, 50% female","20 (4,884–5,140 steps)"
372,Electrike, ,Electric ,295,40,45,40,65,40,65,Lightning Pokémon,0.6 m (2′00″),15.2 kg (33.5 lbs),1. Static2. Lightning RodMinus (hidden ability),1 Speed,"120 (15.7% with PokéBall, full HP)",50 (normal),59,Slow,Field,"50% male, 50% female","20 (4,884–5,140 steps)"
373,Manectric, ,Electric ,475,70,75,60,105,60,105,Discharge Pokémon,1.5 m (4′11″),40.2 kg (88.6 lbs),1. Static2. Lightning RodMinus (hidden ability),2 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),166,Slow,Field,"50% male, 50% female","20 (4,884–5,140 steps)"
374,Manectric,Mega Manectric,Electric ,575,70,75,80,135,80,135,Discharge Pokémon,1.5 m (4′11″),40.2 kg (88.6 lbs),1. Static2. Lightning RodMinus (hidden ability),2 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),166,Slow,Field,"50% male, 50% female","20 (4,884–5,140 steps)"
375,Plusle, ,Electric ,405,60,50,40,85,75,95,Cheering Pokémon,0.4 m (1′04″),4.2 kg (9.3 lbs),1. PlusLightning Rod (hidden ability),1 Speed,"200 (26.1% with PokéBall, full HP)",50 (normal),142,Medium Fast,Fairy,"50% male, 50% female","20 (4,884–5,140 steps)"
376,Minun, ,Electric ,405,60,40,50,75,85,95,Cheering Pokémon,0.4 m (1′04″),4.2 kg (9.3 lbs),1. MinusVolt Absorb (hidden ability),1 Speed,"200 (26.1% with PokéBall, full HP)",50 (normal),142,Medium Fast,Fairy,"50% male, 50% female","20 (4,884–5,140 steps)"
377,Volbeat, ,Bug ,430,65,73,75,47,85,85,Firefly Pokémon,0.7 m (2′04″),17.7 kg (39.0 lbs),1. Illuminate2. SwarmPrankster (hidden ability),1 Speed,"150 (19.6% with PokéBall, full HP)",50 (normal),151,Erratic,"Bug, Human-Like","100% male, 0% female","15 (3,599–3,855 steps)"
378,Illumise, ,Bug ,430,65,47,75,73,85,85,Firefly Pokémon,0.6 m (2′00″),17.7 kg (39.0 lbs),1. Oblivious2. Tinted LensPrankster (hidden ability),1 Speed,"150 (19.6% with PokéBall, full HP)",50 (normal),151,Fluctuating,"Bug, Human-Like","0% male, 100% female","15 (3,599–3,855 steps)"
379,Roselia, ,Grass Poison,400,50,60,45,100,80,65,Thorn Pokémon,0.3 m (1′00″),2.0 kg (4.4 lbs),1. Natural Cure2. Poison PointLeaf Guard (hidden ability),2 Special Attack,"150 (19.6% with PokéBall, full HP)",50 (normal),140,Medium Slow,"Fairy, Grass","50% male, 50% female","20 (4,884–5,140 steps)"
380,Gulpin, ,Poison ,302,70,43,53,43,53,40,Stomach Pokémon,0.4 m (1′04″),10.3 kg (22.7 lbs),1. Liquid Ooze2. Sticky HoldGluttony (hidden ability),1 HP,"225 (29.4% with PokéBall, full HP)",50 (normal),60,Fluctuating,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)"
381,Swalot, ,Poison ,467,100,73,83,73,83,55,Poison Bag Pokémon,1.7 m (5′07″),80.0 kg (176.4 lbs),1. Liquid Ooze2. Sticky HoldGluttony (hidden ability),2 HP,"75 (9.8% with PokéBall, full HP)",50 (normal),163,Fluctuating,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)"
382,Carvanha, ,Water Dark,305,45,90,20,65,20,65,Savage Pokémon,0.8 m (2′07″),20.8 kg (45.9 lbs),1. Rough SkinSpeed Boost (hidden ability),1 Attack,"225 (29.4% with PokéBall, full HP)",35 (lower than normal),61,Slow,Water 2,"50% male, 50% female","20 (4,884–5,140 steps)"
383,Sharpedo, ,Water Dark,460,70,120,40,95,40,95,Brutal Pokémon,1.8 m (5′11″),88.8 kg (195.8 lbs),1. Rough SkinSpeed Boost (hidden ability),2 Attack,"60 (7.8% with PokéBall, full HP)",35 (lower than normal),161,Slow,Water 2,"50% male, 50% female","20 (4,884–5,140 steps)"
384,Sharpedo,Mega Sharpedo,Water Dark,560,70,140,70,110,65,105,Brutal Pokémon,1.8 m (5′11″),88.8 kg (195.8 lbs),1. Rough SkinSpeed Boost (hidden ability),2 Attack,"60 (7.8% with PokéBall, full HP)",35 (lower than normal),161,Slow,Water 2,"50% male, 50% female","20 (4,884–5,140 steps)"
385,Wailmer, ,Water ,400,130,70,35,70,35,60,Ball Whale Pokémon,2.0 m (6′07″),130.0 kg (286.6 lbs),1. Water Veil2. ObliviousPressure (hidden ability),1 HP,"125 (16.3% with PokéBall, full HP)",50 (normal),80,Fluctuating,"Field, Water 2","50% male, 50% female","40 (10,024–10,280 steps)"
386,Wailord, ,Water ,500,170,90,45,90,45,60,Float Whale Pokémon,14.5 m (47′07″),398.0 kg (877.4 lbs),1. Water Veil2. ObliviousPressure (hidden ability),2 HP,"60 (7.8% with PokéBall, full HP)",50 (normal),175,Fluctuating,"Field, Water 2","50% male, 50% female","40 (10,024–10,280 steps)"
387,Numel, ,Fire Ground,305,60,60,40,65,45,35,Numb Pokémon,0.7 m (2′04″),24.0 kg (52.9 lbs),1. Oblivious2. SimpleOwn Tempo (hidden ability),1 Special Attack,"255 (33.3% with PokéBall, full HP)",50 (normal),61,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)"
388,Camerupt, ,Fire Ground,460,70,100,70,105,75,40,Eruption Pokémon,1.9 m (6′03″),220.0 kg (485.0 lbs),1. Magma Armor2. Solid RockAnger Point (hidden ability),"1 Attack, 1 Special Attack","150 (19.6% with PokéBall, full HP)",50 (normal),161,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)"
389,Camerupt,Mega Camerupt,Fire Ground,560,70,120,100,145,105,20,Eruption Pokémon,1.9 m (6′03″),220.0 kg (485.0 lbs),1. Magma Armor2. Solid RockAnger Point (hidden ability),"1 Attack, 1 Special Attack","150 (19.6% with PokéBall, full HP)",50 (normal),161,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)"
390,Torkoal, ,Fire ,470,70,85,140,85,70,20,Coal Pokémon,0.5 m (1′08″),80.4 kg (177.3 lbs),1. White Smoke2. DroughtShell Armor (hidden ability),2 Defense,"90 (11.8% with PokéBall, full HP)",50 (normal),165,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)"
391,Spoink, ,Psychic ,330,60,25,35,70,80,60,Bounce Pokémon,0.7 m (2′04″),30.6 kg (67.5 lbs),1. Thick Fat2. Own TempoGluttony (hidden ability),1 Special Defense,"255 (33.3% with PokéBall, full HP)",50 (normal),66,Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)"
392,Grumpig, ,Psychic ,470,80,45,65,90,110,80,Manipulate Pokémon,0.9 m (2′11″),71.5 kg (157.6 lbs),1. Thick Fat2. Own TempoGluttony (hidden ability),2 Special Defense,"60 (7.8% with PokéBall, full HP)",50 (normal),165,Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)"
393,Spinda, ,Normal ,360,60,60,60,60,60,60,Spot Panda Pokémon,1.1 m (3′07″),5.0 kg (11.0 lbs),1. Own Tempo2. Tangled FeetContrary (hidden ability),1 Special Attack,"255 (33.3% with PokéBall, full HP)",50 (normal),126,Fast,"Field, Human-Like","50% male, 50% female","15 (3,599–3,855 steps)"
394,Trapinch, ,Ground ,290,45,100,45,45,45,10,Ant Pit Pokémon,0.7 m (2′04″),15.0 kg (33.1 lbs),1. Hyper Cutter2. Arena TrapSheer Force (hidden ability),1 Attack,"255 (33.3% with PokéBall, full HP)",50 (normal),58,Medium Slow,"Bug, Dragon","50% male, 50% female","20 (4,884–5,140 steps)"
395,Vibrava, ,Ground Dragon,340,50,70,50,50,50,70,Vibration Pokémon,1.1 m (3′07″),15.3 kg (33.7 lbs),1. Levitate,"1 Attack, 1 Speed","120 (15.7% with PokéBall, full HP)",50 (normal),119,Medium Slow,"Bug, Dragon","50% male, 50% female","20 (4,884–5,140 steps)"
396,Flygon, ,Ground Dragon,520,80,100,80,80,80,100,Mystic Pokémon,2.0 m (6′07″),82.0 kg (180.8 lbs),1. Levitate,"1 Attack, 2 Speed","45 (5.9% with PokéBall, full HP)",50 (normal),234,Medium Slow,"Bug, Dragon","50% male, 50% female","20 (4,884–5,140 steps)"
397,Cacnea, ,Grass ,335,50,85,40,85,40,35,Cactus Pokémon,0.4 m (1′04″),51.3 kg (113.1 lbs),1. Sand VeilWater Absorb (hidden ability),1 Special Attack,"190 (24.8% with PokéBall, full HP)",35 (lower than normal),67,Medium Slow,"Grass, Human-Like","50% male, 50% female","20 (4,884–5,140 steps)"
398,Cacturne, ,Grass Dark,475,70,115,60,115,60,55,Scarecrow Pokémon,1.3 m (4′03″),77.4 kg (170.6 lbs),1. Sand VeilWater Absorb (hidden ability),"1 Attack, 1 Special Attack","60 (7.8% with PokéBall, full HP)",35 (lower than normal),166,Medium Slow,"Grass, Human-Like","50% male, 50% female","20 (4,884–5,140 steps)"
399,Swablu, ,Normal Flying,310,45,40,60,40,75,50,Cotton Bird Pokémon,0.4 m (1′04″),1.2 kg (2.6 lbs),1. Natural CureCloud Nine (hidden ability),1 Special Defense,"255 (33.3% with PokéBall, full HP)",50 (normal),62,Erratic,"Dragon, Flying","50% male, 50% female","20 (4,884–5,140 steps)"
400,Altaria, ,Dragon Flying,490,75,70,90,70,105,80,Humming Pokémon,1.1 m (3′07″),20.6 kg (45.4 lbs),1. Natural CureCloud Nine (hidden ability),2 Special Defense,"45 (5.9% with PokéBall, full HP)",50 (normal),172,Erratic,"Dragon, Flying","50% male, 50% female","20 (4,884–5,140 steps)"
401,Altaria,Mega Altaria,Dragon Fairy,590,75,110,110,110,105,80,Humming Pokémon,1.1 m (3′07″),20.6 kg (45.4 lbs),1. Natural CureCloud Nine (hidden ability),2 Special Defense,"45 (5.9% with PokéBall, full HP)",50 (normal),172,Erratic,"Dragon, Flying","50% male, 50% female","20 (4,884–5,140 steps)"
402,Zangoose, ,Normal ,458,73,115,60,60,60,90,Cat Ferret Pokémon,1.3 m (4′03″),40.3 kg (88.8 lbs),1. ImmunityToxic Boost (hidden ability),2 Attack,"90 (11.8% with PokéBall, full HP)",50 (normal),160,Erratic,Field,"50% male, 50% female","20 (4,884–5,140 steps)"
403,Seviper, ,Poison ,458,73,100,60,100,60,65,Fang Snake Pokémon,2.7 m (8′10″),52.5 kg (115.7 lbs),1. Shed SkinInfiltrator (hidden ability),"1 Attack, 1 Special Attack","90 (11.8% with PokéBall, full HP)",50 (normal),160,Fluctuating,"Dragon, Field","50% male, 50% female","20 (4,884–5,140 steps)"
404,Lunatone, ,Rock Psychic,460,90,55,65,95,85,70,Meteorite Pokémon,1.0 m (3′03″),168.0 kg (370.4 lbs),1. Levitate,2 Special Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),161,Fast,Mineral,Genderless,"25 (6,169–6,425 steps)"
405,Solrock, ,Rock Psychic,460,90,95,85,55,65,70,Meteorite Pokémon,1.2 m (3′11″),154.0 kg (339.5 lbs),1. Levitate,2 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),161,Fast,Mineral,Genderless,"25 (6,169–6,425 steps)"
406,Barboach, ,Water Ground,288,50,48,43,46,41,60,Whiskers Pokémon,0.4 m (1′04″),1.9 kg (4.2 lbs),1. Oblivious2. AnticipationHydration (hidden ability),1 HP,"190 (24.8% with PokéBall, full HP)",50 (normal),58,Medium Fast,Water 2,"50% male, 50% female","20 (4,884–5,140 steps)"
407,Whiscash, ,Water Ground,468,110,78,73,76,71,60,Whiskers Pokémon,0.9 m (2′11″),23.6 kg (52.0 lbs),1. Oblivious2. AnticipationHydration (hidden ability),2 HP,"75 (9.8% with PokéBall, full HP)",50 (normal),164,Medium Fast,Water 2,"50% male, 50% female","20 (4,884–5,140 steps)"
408,Corphish, ,Water ,308,43,80,65,50,35,35,Ruffian Pokémon,0.6 m (2′00″),11.5 kg (25.4 lbs),1. Hyper Cutter2. Shell ArmorAdaptability (hidden ability),1 Attack,"205 (26.8% with PokéBall, full HP)",50 (normal),62,Fluctuating,"Water 1, Water 3","50% male, 50% female","15 (3,599–3,855 steps)"
409,Crawdaunt, ,Water Dark,468,63,120,85,90,55,55,Rogue Pokémon,1.1 m (3′07″),32.8 kg (72.3 lbs),1. Hyper Cutter2. Shell ArmorAdaptability (hidden ability),2 Attack,"155 (20.3% with PokéBall, full HP)",50 (normal),164,Fluctuating,"Water 1, Water 3","50% male, 50% female","15 (3,599–3,855 steps)"
410,Baltoy, ,Ground Psychic,300,40,40,55,40,70,55,Clay Doll Pokémon,0.5 m (1′08″),21.5 kg (47.4 lbs),1. Levitate,1 Special Defense,"255 (33.3% with PokéBall, full HP)",50 (normal),60,Medium Fast,Mineral,Genderless,"20 (4,884–5,140 steps)"
411,Claydol, ,Ground Psychic,500,60,70,105,70,120,75,Clay Doll Pokémon,1.5 m (4′11″),108.0 kg (238.1 lbs),1. Levitate,2 Special Defense,"90 (11.8% with PokéBall, full HP)",50 (normal),175,Medium Fast,Mineral,Genderless,"20 (4,884–5,140 steps)"
412,Lileep, ,Rock Grass,355,66,41,77,61,87,23,Sea Lily Pokémon,1.0 m (3′03″),23.8 kg (52.5 lbs),1. Suction CupsStorm Drain (hidden ability),1 Special Defense,"45 (5.9% with PokéBall, full HP)",50 (normal),71,Erratic,Water 3,"87.5% male, 12.5% female","30 (7,454–7,710 steps)"
413,Cradily, ,Rock Grass,495,86,81,97,81,107,43,Barnacle Pokémon,1.5 m (4′11″),60.4 kg (133.2 lbs),1. Suction CupsStorm Drain (hidden ability),2 Special Defense,"45 (5.9% with PokéBall, full HP)",50 (normal),173,Erratic,Water 3,"87.5% male, 12.5% female","30 (7,454–7,710 steps)"
414,Anorith, ,Rock Bug,355,45,95,50,40,50,75,Old Shrimp Pokémon,0.7 m (2′04″),12.5 kg (27.6 lbs),1. Battle ArmorSwift Swim (hidden ability),1 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),71,Erratic,Water 3,"87.5% male, 12.5% female","30 (7,454–7,710 steps)"
415,Armaldo, ,Rock Bug,495,75,125,100,70,80,45,Plate Pokémon,1.5 m (4′11″),68.2 kg (150.4 lbs),1. Battle ArmorSwift Swim (hidden ability),2 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),173,Erratic,Water 3,"87.5% male, 12.5% female","30 (7,454–7,710 steps)"
416,Feebas, ,Water ,200,20,15,20,10,55,80,Fish Pokémon,0.6 m (2′00″),7.4 kg (16.3 lbs),1. Swift Swim2. ObliviousAdaptability (hidden ability),1 Speed,"255 (33.3% with PokéBall, full HP)",50 (normal),40,Erratic,"Dragon, Water 1","50% male, 50% female","20 (4,884–5,140 steps)"
417,Milotic, ,Water ,540,95,60,79,100,125,81,Tender Pokémon,6.2 m (20′04″),162.0 kg (357.1 lbs),1. Marvel Scale2. CompetitiveCute Charm (hidden ability),2 Special Defense,"60 (7.8% with PokéBall, full HP)",50 (normal),189,Erratic,"Dragon, Water 1","50% male, 50% female","20 (4,884–5,140 steps)"
418,Castform, ,Normal ,420,70,70,70,70,70,70,Weather Pokémon,0.3 m (1′00″),0.8 kg (1.8 lbs),1. Forecast,1 HP,"45 (5.9% with PokéBall, full HP)",50 (normal),147,Medium Fast,"Amorphous, Fairy","50% male, 50% female","25 (6,169–6,425 steps)"
419,Castform,Sunny Form,Fire ,420,70,70,70,70,70,70,Weather Pokémon,0.3 m (1′00″),0.8 kg (1.8 lbs),1. Forecast,1 HP,"45 (5.9% with PokéBall, full HP)",50 (normal),147,Medium Fast,"Amorphous, Fairy","50% male, 50% female","25 (6,169–6,425 steps)"
420,Castform,Rainy Form,Water ,420,70,70,70,70,70,70,Weather Pokémon,0.3 m (1′00″),0.8 kg (1.8 lbs),1. Forecast,1 HP,"45 (5.9% with PokéBall, full HP)",50 (normal),147,Medium Fast,"Amorphous, Fairy","50% male, 50% female","25 (6,169–6,425 steps)"
421,Castform,Snowy Form,Ice ,420,70,70,70,70,70,70,Weather Pokémon,0.3 m (1′00″),0.8 kg (1.8 lbs),1. Forecast,1 HP,"45 (5.9% with PokéBall, full HP)",50 (normal),147,Medium Fast,"Amorphous, Fairy","50% male, 50% female","25 (6,169–6,425 steps)"
422,Kecleon, ,Normal ,440,60,90,70,60,120,40,Color Swap Pokémon,1.0 m (3′03″),22.0 kg (48.5 lbs),1. Color ChangeProtean (hidden ability),1 Special Defense,"200 (26.1% with PokéBall, full HP)",50 (normal),154,Medium Slow,Field,"50% male, 50% female","20 (4,884–5,140 steps)"
423,Shuppet, ,Ghost ,295,44,75,35,63,33,45,Puppet Pokémon,0.6 m (2′00″),2.3 kg (5.1 lbs),1. Insomnia2. FriskCursed Body (hidden ability),1 Attack,"225 (29.4% with PokéBall, full HP)",35 (lower than normal),59,Fast,Amorphous,"50% male, 50% female","25 (6,169–6,425 steps)"
424,Banette, ,Ghost ,455,64,115,65,83,63,65,Marionette Pokémon,1.1 m (3′07″),12.5 kg (27.6 lbs),1. Insomnia2. FriskCursed Body (hidden ability),2 Attack,"45 (5.9% with PokéBall, full HP)",35 (lower than normal),159,Fast,Amorphous,"50% male, 50% female","25 (6,169–6,425 steps)"
425,Banette,Mega Banette,Ghost ,555,64,165,75,93,83,75,Marionette Pokémon,1.1 m (3′07″),12.5 kg (27.6 lbs),1. Insomnia2. FriskCursed Body (hidden ability),2 Attack,"45 (5.9% with PokéBall, full HP)",35 (lower than normal),159,Fast,Amorphous,"50% male, 50% female","25 (6,169–6,425 steps)"
426,Duskull, ,Ghost ,295,20,40,90,30,90,25,Requiem Pokémon,0.8 m (2′07″),15.0 kg (33.1 lbs),1. LevitateFrisk (hidden ability),1 Special Defense,"190 (24.8% with PokéBall, full HP)",35 (lower than normal),59,Fast,Amorphous,"50% male, 50% female","25 (6,169–6,425 steps)"
427,Dusclops, ,Ghost ,455,40,70,130,60,130,25,Beckon Pokémon,1.6 m (5′03″),30.6 kg (67.5 lbs),1. PressureFrisk (hidden ability),"1 Defense, 1 Special Defense","90 (11.8% with PokéBall, full HP)",35 (lower than normal),159,Fast,Amorphous,"50% male, 50% female","25 (6,169–6,425 steps)"
428,Tropius, ,Grass Flying,460,99,68,83,72,87,51,Fruit Pokémon,2.0 m (6′07″),100.0 kg (220.5 lbs),1. Chlorophyll2. Solar PowerHarvest (hidden ability),2 HP,"200 (26.1% with PokéBall, full HP)",50 (normal),161,Slow,"Grass, Monster","50% male, 50% female","25 (6,169–6,425 steps)"
429,Chimecho, ,Psychic ,455,75,50,80,95,90,65,Wind Chime Pokémon,0.6 m (2′00″),1.0 kg (2.2 lbs),1. Levitate,"1 Special Attack, 1 Special Defense","45 (5.9% with PokéBall, full HP)",50 (normal),159,Fast,Amorphous,"50% male, 50% female","25 (6,169–6,425 steps)"
430,Absol, ,Dark ,465,65,130,60,75,60,75,Disaster Pokémon,1.2 m (3′11″),47.0 kg (103.6 lbs),1. Pressure2. Super LuckJustified (hidden ability),2 Attack,"30 (3.9% with PokéBall, full HP)",35 (lower than normal),163,Medium Slow,Field,"50% male, 50% female","25 (6,169–6,425 steps)"
431,Absol,Mega Absol,Dark ,565,65,150,60,115,60,115,Disaster Pokémon,1.2 m (3′11″),47.0 kg (103.6 lbs),1. Pressure2. Super LuckJustified (hidden ability),2 Attack,"30 (3.9% with PokéBall, full HP)",35 (lower than normal),163,Medium Slow,Field,"50% male, 50% female","25 (6,169–6,425 steps)"
432,Wynaut, ,Psychic ,260,95,23,48,23,48,23,Bright Pokémon,0.6 m (2′00″),14.0 kg (30.9 lbs),1. Shadow TagTelepathy (hidden ability),1 HP,"125 (16.3% with PokéBall, full HP)",50 (normal),52,Medium Fast,Undiscovered,"50% male, 50% female","20 (4,884–5,140 steps)"
433,Snorunt, ,Ice ,300,50,50,50,50,50,50,Snow Hat Pokémon,0.7 m (2′04″),16.8 kg (37.0 lbs),1. Inner Focus2. Ice BodyMoody (hidden ability),1 HP,"190 (24.8% with PokéBall, full HP)",50 (normal),60,Medium Fast,"Fairy, Mineral","50% male, 50% female","20 (4,884–5,140 steps)"
434,Glalie, ,Ice ,480,80,80,80,80,80,80,Face Pokémon,1.5 m (4′11″),256.5 kg (565.5 lbs),1. Inner Focus2. Ice BodyMoody (hidden ability),2 HP,"75 (9.8% with PokéBall, full HP)",50 (normal),168,Medium Fast,"Fairy, Mineral","50% male, 50% female","20 (4,884–5,140 steps)"
435,Glalie,Mega Glalie,Ice ,580,80,120,80,120,80,100,Face Pokémon,1.5 m (4′11″),256.5 kg (565.5 lbs),1. Inner Focus2. Ice BodyMoody (hidden ability),2 HP,"75 (9.8% with PokéBall, full HP)",50 (normal),168,Medium Fast,"Fairy, Mineral","50% male, 50% female","20 (4,884–5,140 steps)"
436,Spheal, ,Ice Water,290,70,40,50,55,50,25,Clap Pokémon,0.8 m (2′07″),39.5 kg (87.1 lbs),1. Thick Fat2. Ice BodyOblivious (hidden ability),1 HP,"255 (33.3% with PokéBall, full HP)",50 (normal),58,Medium Slow,"Field, Water 1","50% male, 50% female","20 (4,884–5,140 steps)"
437,Sealeo, ,Ice Water,410,90,60,70,75,70,45,Ball Roll Pokémon,1.1 m (3′07″),87.6 kg (193.1 lbs),1. Thick Fat2. Ice BodyOblivious (hidden ability),2 HP,"120 (15.7% with PokéBall, full HP)",50 (normal),144,Medium Slow,"Field, Water 1","50% male, 50% female","20 (4,884–5,140 steps)"
438,Walrein, ,Ice Water,530,110,80,90,95,90,65,Ice Break Pokémon,1.4 m (4′07″),150.6 kg (332.0 lbs),1. Thick Fat2. Ice BodyOblivious (hidden ability),3 HP,"45 (5.9% with PokéBall, full HP)",50 (normal),239,Medium Slow,"Field, Water 1","50% male, 50% female","20 (4,884–5,140 steps)"
439,Clamperl, ,Water ,345,35,64,85,74,55,32,Bivalve Pokémon,0.4 m (1′04″),52.5 kg (115.7 lbs),1. Shell ArmorRattled (hidden ability),1 Defense,"255 (33.3% with PokéBall, full HP)",50 (normal),69,Erratic,Water 1,"50% male, 50% female","20 (4,884–5,140 steps)"
440,Huntail, ,Water ,485,55,104,105,94,75,52,Deep Sea Pokémon,1.7 m (5′07″),27.0 kg (59.5 lbs),1. Swift SwimWater Veil (hidden ability),"1 Attack, 1 Defense","60 (7.8% with PokéBall, full HP)",50 (normal),170,Erratic,Water 1,"50% male, 50% female","20 (4,884–5,140 steps)"
441,Gorebyss, ,Water ,485,55,84,105,114,75,52,South Sea Pokémon,1.8 m (5′11″),22.6 kg (49.8 lbs),1. Swift SwimHydration (hidden ability),2 Special Attack,"60 (7.8% with PokéBall, full HP)",50 (normal),170,Erratic,Water 1,"50% male, 50% female","20 (4,884–5,140 steps)"
442,Relicanth, ,Water Rock,485,100,90,130,45,65,55,Longevity Pokémon,1.0 m (3′03″),23.4 kg (51.6 lbs),1. Swift Swim2. Rock HeadSturdy (hidden ability),"1 HP, 1 Defense","25 (3.3% with PokéBall, full HP)",50 (normal),170,Slow,"Water 1, Water 2","87.5% male, 12.5% female","40 (10,024–10,280 steps)"
